id,item_id,item_name,item_name_en,group_id,group_name,group_kind,equipment_type_id,fabric_type,effects_json,max_hp,max_mp,attack,defense,charm,agility,dexterity,magic_attack,healing_power,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,materials_json,slot_grid_json,source_url,detail_url,default_price,weight,created_at,updated_at
978,bougu_90_5_arm,クイックグラブ,"Quick Gloves",set_0f6178ce11,クイックセット,armor_set,21,,"[""おしやれさ+45"", ""さいだいHP+8"", ""きようさ+40"", ""コマンド間隔-0.5秒"", ""開戦時100%で早詠みの杖""]",,,,14,13,,65,,,inherit,41,90,"クイックセット ※防具鍛冶",聖都エジャルナのレシピ屋,,腕,鎧腕,,"[{""count"": 5, ""item_id"": 759}, {""count"": 30, ""item_id"": 728}, {""count"": 30, ""item_id"": 669}, {""count"": 5, ""item_id"": 865}]",,https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-90-3.php,,3,"2026-03-12 01:43:54","2026-07-23 15:19:02"
979,bougu_90_5_foot,クイックブーツ,"Quick Boots",set_0f6178ce11,クイックセット,armor_set,21,,"[""おしやれさ+45"", ""さいだいHP+8"", ""きようさ+40"", ""コマンド間隔-0.5秒"", ""開戦時100%で早詠みの杖""]",,,,14,13,65,,,,inherit,41,90,"クイックセット ※防具鍛冶",聖都エジャルナのレシピ屋,,足,鎧足,2,"[{""count"": 5, ""item_id"": 759}, {""count"": 1, ""item_id"": 611}, {""count"": 20, ""item_id"": 678}, {""count"": 5, ""item_id"": 865}]","[["""", ""164～170""], ["""", ""260～269""], [""190～200"", ""225～235""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-90-2.php,,3,"2026-03-12 01:43:54","2026-07-23 15:19:02"
980,bougu_85_1_head,神託のぼうし,"Oracle Hat",set_d6b284269f,神託セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいＭＰ+6"", ""攻撃呪文ダメージ7%減"", ""瀕死時10%で身かわし率+30%""]",,,,33,13,,,52,52,inherit,40,85,"神託のローブ ※さいほう",真グランゼドーラ王国のレシピ屋,,頭,裁縫頭,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 1, ""item_id"": 647}, {""count"": 20, ""item_id"": 567}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[null, ""239"", null], [""190"", ""239"", ""190""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-85-5.php,,7,"2026-03-12 01:43:57","2026-07-23 15:19:02"
981,bougu_85_1_body_top,神託のローブ上,"Oracle Robe Top",set_d6b284269f,神託セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいＭＰ+6"", ""攻撃呪文ダメージ7%減"", ""瀕死時10%で身かわし率+30%""]",,,,52,14,,,66,66,inherit,40,85,"神託のローブ ※さいほう",真グランゼドーラ王国のレシピ屋,,体上,裁縫上,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 5, ""item_id"": 702}, {""count"": 30, ""item_id"": 657}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""105"", ""75"", ""105""], [""75"", ""140"", ""75""], [""105"", ""75"", ""105""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-85-5.php,,10,"2026-03-12 01:43:57","2026-07-23 15:19:02"
982,bougu_85_1_body_bottom,神託のローブ下,"Oracle Robe Bottom",set_d6b284269f,神託セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいＭＰ+6"", ""攻撃呪文ダメージ7%減"", ""瀕死時10%で身かわし率+30%""]",,,,29,13,,,,,inherit,40,85,"神託のローブ ※さいほう",真グランゼドーラ王国のレシピ屋,,体下,裁縫下,2,"[{""count"": 3, ""item_id"": 738}, {""count"": 20, ""item_id"": 760}, {""count"": 20, ""item_id"": 683}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""145"", ""185""], [""185"", ""145""], [""100"", ""100""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-85-4.php,,6,"2026-03-12 01:43:57","2026-07-23 15:19:02"
983,bougu_85_1_arm,神託のブレス,"Oracle Bracelets",set_d6b284269f,神託セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいＭＰ+6"", ""攻撃呪文ダメージ7%減"", ""瀕死時10%で身かわし率+30%""]",,,,12,5,,63,,,inherit,40,85,"神託のローブ ※さいほう",真グランゼドーラ王国のレシピ屋,,腕,裁縫腕,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 4, ""item_id"": 735}, {""count"": 5, ""item_id"": 661}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""135"", ""105"", ""189""], [""135"", ""105"", ""189""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-85-5.php,,2,"2026-03-12 01:43:57","2026-07-23 15:19:02"
984,bougu_85_1_foot,神託のサンダル,"Oracle Sandals",set_d6b284269f,神託セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいＭＰ+6"", ""攻撃呪文ダメージ7%減"", ""瀕死時10%で身かわし率+30%""]",,,,12,5,63,,,,inherit,40,85,"神託のローブ ※さいほう",真グランゼドーラ王国のレシピ屋,,足,裁縫足,2,"[{""count"": 3, ""item_id"": 738}, {""count"": 30, ""item_id"": 825}, {""count"": 30, ""item_id"": 627}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""185"", ""185""], [""244"", ""244""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-85-5.php,,3,"2026-03-12 01:43:57","2026-07-23 15:19:02"
985,bougu_85_2_head,天宮騎士のかぶと,"Sky Knight Helmet",set_06a6382139,天宮騎士セット,armor_set,18,,"[""おしゃれさ+30"", ""おもさ+18"", ""さいだいHP+10"", ""攻撃呪文ダメージ5%減"", ""2%で行動ターンを消費しない""]",,,,64,16,,,,,replace,40,85,"天宮騎士のよろい ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,頭,鎧頭,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 1, ""item_id"": 611}, {""count"": 3, ""item_id"": 735}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""190～202"", ""239～245""], [""190～202"", ""239～245""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-85-1.php,,25,"2026-03-12 01:44:00","2026-07-23 15:19:02"
986,bougu_85_2_body_top,天宮騎士のよろい上,"Sky Knight Armor",set_06a6382139,天宮騎士セット,armor_set,18,,"[""おしゃれさ+30"", ""おもさ+18"", ""さいだいHP+10"", ""攻撃呪文ダメージ5%減"", ""2%で行動ターンを消費しない""]",,,,88,23,,,,,replace,40,85,"天宮騎士のよろい ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,体上,鎧上,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 1, ""item_id"": 648}, {""count"": 20, ""item_id"": 633}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""141～149"", ""141～149""], [""166～177"", ""166～177""], [""122～128"", ""122～128""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-85-1.php,,47,"2026-03-12 01:44:00","2026-07-23 15:19:02"
987,bougu_85_2_body_bottom,天宮騎士のよろい下,"Sky Knight Bottom",set_06a6382139,天宮騎士セット,armor_set,18,,"[""おしゃれさ+30"", ""おもさ+18"", ""さいだいHP+10"", ""攻撃呪文ダメージ5%減"", ""2%で行動ターンを消費しない""]",,,,49,11,,,,,replace,40,85,"天宮騎士のよろい ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,体下,鎧下,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 5, ""item_id"": 591}, {""count"": 30, ""item_id"": 683}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""111～117"", ""152～160""], [""152～160"", ""111～117""], [""90～98"", ""90～98""], [""75～85"", ""75～85""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-85-1.php,,25,"2026-03-12 01:44:00","2026-07-23 15:19:02"
988,bougu_85_2_arm,天宮騎士のこて,"Sky Knight Gauntlets",set_06a6382139,天宮騎士セット,armor_set,18,,"[""おしゃれさ+30"", ""おもさ+18"", ""さいだいHP+10"", ""攻撃呪文ダメージ5%減"", ""2%で行動ターンを消費しない""]",,,,32,6,,39,,,replace,40,85,"天宮騎士のよろい ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,腕,鎧腕,1,"[{""count"": 3, ""item_id"": 759}, {""count"": 20, ""item_id"": 697}, {""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""280～291""], [""245～255""], [""333～339""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-85-1.php,,17,"2026-03-12 01:44:00","2026-07-23 15:19:02"
989,bougu_85_2_foot,天宮騎士のグリーブ,"Sky Knight Greaves",set_06a6382139,天宮騎士セット,armor_set,18,,"[""おしゃれさ+30"", ""おもさ+18"", ""さいだいHP+10"", ""攻撃呪文ダメージ5%減"", ""2%で行動ターンを消費しない""]",,,,32,6,39,,,,replace,40,85,"天宮騎士のよろい ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,足,鎧足,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 5, ""item_id"": 819}, {""count"": 10, ""item_id"": 608}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[null, ""190～201""], [null, ""220～230""], [""190～201"", ""258～264""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-85-1.php,,21,"2026-03-12 01:44:00","2026-07-23 15:19:02"
990,bougu_85_3_head,クロッシュメット,"Bell Hat",set_22c2117c5d,クロッシュセット,armor_set,22,,"[""おしゃれさ+50"", ""さいだいHP+8"", ""こうげき魔力+20"", ""かいふく魔力+20"", ""必殺チャージ率+1%""]",,,,44,33,,,23,23,inherit,40,85,"クロッシュウェア ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,頭,鎧頭,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 10, ""item_id"": 805}, {""count"": 10, ""item_id"": 673}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""175～187"", ""175～187""], [""215～221"", ""215～221""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-85-4.php,,10,"2026-03-12 01:44:02","2026-07-23 15:19:02"
991,bougu_85_3_body_top,クロッシュウェア上,"Bell Shirt",set_22c2117c5d,クロッシュセット,armor_set,22,,"[""おしゃれさ+50"", ""さいだいHP+8"", ""こうげき魔力+20"", ""かいふく魔力+20"", ""必殺チャージ率+1%""]",,,,62,48,,,47,47,inherit,40,85,"クロッシュウェア ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,体上,鎧上,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 1, ""item_id"": 648}, {""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""112～118"", ""112～118""], [""128～139"", ""128～139""], [""150～158"", ""150～158""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-85-4.php,,12,"2026-03-12 01:44:02","2026-07-23 15:19:02"
992,bougu_85_3_body_bottom,クロッシュウェア下,"Bell Leggings",set_22c2117c5d,クロッシュセット,armor_set,22,,"[""おしゃれさ+50"", ""さいだいHP+8"", ""こうげき魔力+20"", ""かいふく魔力+20"", ""必殺チャージ率+1%""]",,,,33,27,,,,,inherit,40,85,"クロッシュウェア ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,体下,鎧下,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 30, ""item_id"": 717}, {""count"": 10, ""item_id"": 868}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""75～85"", ""75～85""], [""110～116"", ""110～116""], [""145～153"", ""145～153""], [""60～68"", ""60～68""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-85-3.php,,6,"2026-03-12 01:44:02","2026-07-23 15:19:02"
993,bougu_85_3_arm,クロッシュグローブ,"Bell Gloves",set_22c2117c5d,クロッシュセット,armor_set,22,,"[""おしゃれさ+50"", ""さいだいHP+8"", ""こうげき魔力+20"", ""かいふく魔力+20"", ""必殺チャージ率+1%""]",,,,11,22,,65,,,inherit,40,85,"クロッシュウェア ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,腕,鎧腕,1,"[{""count"": 3, ""item_id"": 759}, {""count"": 30, ""item_id"": 820}, {""count"": 1, ""item_id"": 833}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""308～318""], [""250～256""], [""222～233""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-85-4.php,,4,"2026-03-12 01:44:02","2026-07-23 15:19:02"
994,bougu_85_3_foot,クロッシュシューズ,"Bell Shoes",set_22c2117c5d,クロッシュセット,armor_set,22,,"[""おしゃれさ+50"", ""さいだいHP+8"", ""こうげき魔力+20"", ""かいふく魔力+20"", ""必殺チャージ率+1%""]",,,,10,22,68,,,,inherit,40,85,"クロッシュウェア ※防具鍛冶",真グランゼドーラ王国のレシピ屋,,足,鎧足,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 20, ""item_id"": 549}, {""count"": 30, ""item_id"": 800}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[["""", ""165～171""], ["""", ""235～245""], [""190～201"", ""190～201""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-85-4.php,,4,"2026-03-12 01:44:02","2026-07-23 15:19:02"
995,bougu_85_4_head,風虎のはちがね,"Wind Tiger Headband",set_0e0f5f0c9f,風虎セット,tailoring_set,25,再生布,"[""おしやれさ+30"", ""さいだいHP+6"", ""こうげき力+5"", ""コマンド間隔-0.5秒""]",,,,41,9,,,,,inherit,40,85,"風虎の道着 ※さいほう",真グランゼドーラ王国のレシピ屋,,頭,,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 1, ""item_id"": 745}, {""count"": 10, ""item_id"": 608}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[null, ""180"", null], [""180"", ""240"", ""180""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-85-2.php,,10,"2026-03-12 01:44:04","2026-07-23 15:19:02"
996,bougu_85_4_body_top,風虎の道着,"Wind Tiger Dogi",set_0e0f5f0c9f,風虎セット,tailoring_set,25,再生布,"[""おしやれさ+30"", ""さいだいHP+6"", ""こうげき力+5"", ""コマンド間隔-0.5秒""]",,,,61,12,,,,,inherit,40,85,"風虎の道着 ※さいほう",真グランゼドーラ王国のレシピ屋,,体上,,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 1, ""item_id"": 647}, {""count"": 2, ""item_id"": 629}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""100"", ""90"", ""90""], [""60"", ""100"", ""60""], [""90"", ""90"", ""100""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-85-2.php,,15,"2026-03-12 01:44:04","2026-07-23 15:19:02"
997,bougu_85_4_arm,風虎のうでわ,"Wind Tiger Bangles",set_0e0f5f0c9f,風虎セット,tailoring_set,25,再生布,"[""おしやれさ+30"", ""さいだいHP+6"", ""こうげき力+5"", ""コマンド間隔-0.5秒""]",,,,12,4,,58,,,inherit,40,85,"風虎の道着 ※さいほう",真グランゼドーラ王国のレシピ屋,,腕,,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 20, ""item_id"": 767}, {""count"": 20, ""item_id"": 609}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""150"", ""110"", ""130""], [""130"", ""110"", ""150""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-85-2.php,,5,"2026-03-12 01:44:04","2026-07-23 15:19:02"
998,bougu_85_4_foot,風虎のくつ,"Wind Tiger Boots",set_0e0f5f0c9f,風虎セット,tailoring_set,25,再生布,"[""おしやれさ+30"", ""さいだいHP+6"", ""こうげき力+5"", ""コマンド間隔-0.5秒""]",,,,12,4,58,,,,inherit,40,85,"風虎の道着 ※さいほう",真グランゼドーラ王国のレシピ屋,,足,,2,"[{""count"": 3, ""item_id"": 738}, {""count"": 1, ""item_id"": 753}, {""count"": 1, ""item_id"": 833}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""220"", ""170""], [""170"", ""220""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-85-2.php,,5,"2026-03-12 01:44:04","2026-07-23 15:19:02"
999,bougu_85_5_head,究明者のフード,"Research Hood",set_33816d8c87,究明者セット,tailoring_set,21,ピンク布,"[""おしやれさ+30"", ""さいだいHP+8"", ""こうげき魔力+20"", ""きようさ+35"", ""必殺チャージ率+1%""]",,,,43,31,,,15,,inherit,40,85,"究明者のコート ※さいほう",真グランゼドーラ王国のレシピ屋,,頭,裁縫頭,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 5, ""item_id"": 554}, {""count"": 1, ""item_id"": 745}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[null, ""175"", null], [""215"", ""253"", ""215""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-85-3.php,,10,"2026-03-12 01:44:07","2026-07-23 15:19:02"
1000,bougu_85_5_body_top,究明者のコート上,"Research Coat Top",set_33816d8c87,究明者セット,tailoring_set,21,ピンク布,"[""おしやれさ+30"", ""さいだいHP+8"", ""こうげき魔力+20"", ""きようさ+35"", ""必殺チャージ率+1%""]",,,,65,30,,,20,,inherit,40,85,"究明者のコート ※さいほう",真グランゼドーラ王国のレシピ屋,,体上,裁縫上,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 1, ""item_id"": 648}, {""count"": 30, ""item_id"": 643}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""150"", ""60"", ""115""], [""75"", ""60"", ""75""], [""115"", ""60"", ""150""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-85-3.php,,12,"2026-03-12 01:44:07","2026-07-23 15:19:02"
1001,bougu_85_5_body_bottom,究明者のコート下,"Research Coat Bottom",set_33816d8c87,究明者セット,tailoring_set,21,ピンク布,"[""おしやれさ+30"", ""さいだいHP+8"", ""こうげき魔力+20"", ""きようさ+35"", ""必殺チャージ率+1%""]",,,,33,19,,,,,inherit,40,85,"究明者のコート ※さいほう",真グランゼドーラ王国のレシピ屋,,体下,裁縫下,2,"[{""count"": 3, ""item_id"": 738}, {""count"": 5, ""item_id"": 861}, {""count"": 10, ""item_id"": 800}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""170"", ""170""], [""140"", ""140""], [""120"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-85-2.php,,6,"2026-03-12 01:44:07","2026-07-23 15:19:02"
1002,bougu_85_5_arm,究明者のグローブ,"Research Gloves",set_33816d8c87,究明者セット,tailoring_set,21,ピンク布,"[""おしやれさ+30"", ""さいだいHP+8"", ""こうげき魔力+20"", ""きようさ+35"", ""必殺チャージ率+1%""]",,,,13,11,,65,,,inherit,40,85,"究明者のコート ※さいほう",真グランゼドーラ王国のレシピ屋,,腕,裁縫腕,3,"[{""count"": 3, ""item_id"": 738}, {""count"": 20, ""item_id"": 613}, {""count"": 20, ""item_id"": 609}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""174"", ""115"", ""140""], [""115"", ""140"", ""174""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-85-3.php,,3,"2026-03-12 01:44:07","2026-07-23 15:19:02"
1003,bougu_85_5_foot,究明者のシューズ,"Research Shoes",set_33816d8c87,究明者セット,tailoring_set,21,ピンク布,"[""おしやれさ+30"", ""さいだいHP+8"", ""こうげき魔力+20"", ""きようさ+35"", ""必殺チャージ率+1%""]",,,,13,11,61,,,,inherit,40,85,"究明者のコート ※さいほう",真グランゼドーラ王国のレシピ屋,,足,裁縫足,2,"[{""count"": 3, ""item_id"": 738}, {""count"": 20, ""item_id"": 548}, {""count"": 20, ""item_id"": 844}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 547}]","[[""215"", ""215""], [""215"", ""215""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-85-3.php,,3,"2026-03-12 01:44:07","2026-07-23 15:19:02"
1004,bougu_80_1_head,聖賢者のミトラ,"Holy Sage Mitre",set_fea069a7d8,聖賢者セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+6"", ""さいだいMP+6"", ""光ダメージ20％減"", ""呪文ぼうそう率+2.0%""]",,,,31,13,,,48,48,inherit,38,80,聖賢者の予言書,真グランゼドーラ王国のレシピ屋,,頭,裁縫頭,3,"[{""count"": 15, ""item_id"": 866}, {""count"": 1, ""item_id"": 647}, {""count"": 5, ""item_id"": 536}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[null, ""160"", null], [""226"", ""180"", ""226""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/a-80-5.php,,5,"2026-03-12 01:44:09","2026-07-23 15:19:02"
1005,bougu_80_1_body_top,聖賢者のローブ上,"Holy Sage Robe Top",set_fea069a7d8,聖賢者セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+6"", ""さいだいMP+6"", ""光ダメージ20％減"", ""呪文ぼうそう率+2.0%""]",,,,45,14,,,57,57,inherit,38,80,聖賢者の予言書,真グランゼドーラ王国のレシピ屋,,体上,裁縫上,3,"[{""count"": 15, ""item_id"": 866}, {""count"": 5, ""item_id"": 702}, {""count"": 20, ""item_id"": 567}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""131"", ""75"", ""131""], [""60"", ""60"", ""60""], [""100"", ""75"", ""100""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-80-5.php,,8,"2026-03-12 01:44:09","2026-07-23 15:19:02"
1006,bougu_80_1_body_bottom,聖賢者のローブ下,"Holy Sage Robe Bottom",set_fea069a7d8,聖賢者セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+6"", ""さいだいMP+6"", ""光ダメージ20％減"", ""呪文ぼうそう率+2.0%""]",,,,24,13,,,,,inherit,38,80,聖賢者の予言書,真グランゼドーラ王国のレシピ屋,,体下,裁縫下,2,"[{""count"": 15, ""item_id"": 866}, {""count"": 20, ""item_id"": 697}, {""count"": 30, ""item_id"": 683}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""100"", ""100""], [""130"", ""130""], [""166"", ""166""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-80-3.php,,4,"2026-03-12 01:44:09","2026-07-23 15:19:02"
1007,bougu_80_1_arm,聖賢者のバングル,"Holy Sage Bangles",set_fea069a7d8,聖賢者セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+6"", ""さいだいMP+6"", ""光ダメージ20％減"", ""呪文ぼうそう率+2.0%""]",,,,10,5,,59,,,inherit,38,80,聖賢者の予言書,真グランゼドーラ王国のレシピ屋,,腕,裁縫腕,3,"[{""count"": 15, ""item_id"": 866}, {""count"": 20, ""item_id"": 784}, {""count"": 5, ""item_id"": 661}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""143"", ""110"", ""143""], [""143"", ""110"", ""143""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-80-5.php,,1,"2026-03-12 01:44:09","2026-07-23 15:19:02"
1008,bougu_80_1_foot,聖賢者のくつ,"Holy Sage Shoes",set_fea069a7d8,聖賢者セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+6"", ""さいだいMP+6"", ""光ダメージ20％減"", ""呪文ぼうそう率+2.0%""]",,,,10,5,59,,,,inherit,38,80,聖賢者の予言書,真グランゼドーラ王国のレシピ屋,,足,裁縫足,2,"[{""count"": 15, ""item_id"": 866}, {""count"": 30, ""item_id"": 841}, {""count"": 50, ""item_id"": 657}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""150"", ""150""], [""246"", ""246""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/e-80-5.php,,2,"2026-03-12 01:44:09","2026-07-23 15:19:02"
1009,bougu_80_2_body_top,精霊王のクローク上,"Faerie King Cloak",set_48e047b7ea,精霊王セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいMP+6"", ""炎ダメージ20%減"", ""雷ダメージ20%減""]",,,,48,14,,,62,62,inherit,38,80,精霊王の叙事詩,真グランゼドーラ王国のレシピ屋,,体上,裁縫上,3,"[{""count"": 15, ""item_id"": 866}, {""count"": 30, ""item_id"": 609}, {""count"": 10, ""item_id"": 848}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""120"", ""60"", ""120""], [""75"", ""90"", ""75""], [""120"", ""60"", ""120""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/b-80-10.php,,8,"2026-03-12 01:44:13","2026-07-23 15:19:02"
1010,bougu_80_2_body_bottom,精霊王のクローク下,"Faerie King Skirt",set_48e047b7ea,精霊王セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいMP+6"", ""炎ダメージ20%減"", ""雷ダメージ20%減""]",,,,27,13,,,,,inherit,38,80,精霊王の叙事詩,真グランゼドーラ王国のレシピ屋,,体下,裁縫下,2,"[{""count"": 15, ""item_id"": 866}, {""count"": 5, ""item_id"": 762}, {""count"": 20, ""item_id"": 683}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""171"", ""171""], [""136"", ""136""], [""111"", ""111""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/c-80-7.php,,4,"2026-03-12 01:44:13","2026-07-23 15:19:02"
1011,bougu_80_2_arm,精霊王のグローブ,"Faerie King Gloves",set_48e047b7ea,精霊王セット,tailoring_set,19,虹布,"[""おしゃれさ+35"", ""さいだいHP+8"", ""さいだいMP+6"", ""炎ダメージ20%減"", ""雷ダメージ20%減""]",,,,11,5,,60,,,inherit,38,80,精霊王の叙事詩,真グランゼドーラ王国のレシピ屋,,腕,裁縫腕,3,"[{""count"": 15, ""item_id"": 866}, {""count"": 1, ""item_id"": 703}, {""count"": 10, ""item_id"": 674}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 547}]","[[""183"", ""135"", ""100""], [""100"", ""135"", ""183""]]",https://draquex.com/bougu/0-zenbu.php,https://draquex.com/bougu/d-80-10.php,,1,"2026-03-12 01:44:13","2026-07-23 15:19:02"
