id,name,name_kana,name_en,color,effect,created_at,updated_at
314,呪詛の極意,じゅそのごくい,Curse Mastery,光,【呪詛】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
315,デスサイズの極意,ですさいずのごくい,Death Scythe Mastery,光,【デスサイズ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
316,大呪詛の極意,だいじゅそのごくい,Enfeeble Mastery,光,【大呪詛】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
317,魔剣士の閃き,まけんしのひらめき,Demon Swordsman Insight,光,魔剣士である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
318,果てなき錬魔の秘法,はてなきれんまのひほう,Endless Arcane Forge Secret,光,【錬魔の秘法】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
319,果てなき闇のヴェール,はてなきやみのべーる,Endless Dark Veil,光,【闇のヴェール】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
320,邪炎波の極意,じゃえんはのごくい,Evil Wave Mastery,光,【邪炎波】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
321,暗黒連撃の極意,あんこくれんげきのごくい,Black Blade Mastery,光,【暗黒連撃】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
322,ダークマターの極意,だーくまたーのごくい,Discontinuum Mastery,光,【ダークマター】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
323,煉獄魔斬の極意,れんごくまざんのごくい,Purgatory Demon Slash Mastery,光,【煉獄魔斬】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
324,黒炎帝の斬撃の極意,こくえんていのざんげきのごくい,Black Flame Emperor Slash Mastery,光,【黒炎帝の斬撃】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
325,海賊の閃き,かいぞくのひらめき,Pirate Insight,光,海賊である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
326,タル投げの極意,たるなげのごくい,Barrel Toss Mastery,光,【タル投げ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
327,しびれ弾ショットの極意,しびれだんしょっとのごくい,Shocking Shot Mastery,光,【しびれ弾ショット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
328,火炎弾ショットの極意,かえんだんしょっとのごくい,Flaming Shot Mastery,光,【火炎弾ショット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
329,錨ぶんまわしの極意,いかりぶんまわしのごくい,Anchors Away Mastery,光,【錨ぶんまわし】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
330,散弾ショットの極意,さんだんしょっとのごくい,Buckshot Mastery,光,【散弾ショット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
331,スタン弾ショットの極意,すたんだんしょっとのごくい,Stunning Shell Mastery,光,【スタン弾ショット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
332,恐怖弾ショットの極意,きょうふだんしょっとのごくい,Terror Shot Mastery,光,【恐怖弾ショット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
333,ガーディアンの閃き,がーでぃあんのひらめき,Guardian Insight,光,ガーディアンである間、ゾーン突入率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
334,プラーナソードの極意,ぷらーなそーどのごくい,Blessed Blade Mastery,光,【プラーナソード】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
335,ブラスターフィストの極意,ぶらすたーふぃすとのごくい,Fist of Justice Mastery,光,【ブラスターフィスト】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
336,天光連斬の極意,てんこうれんざんのごくい,Lightbringer Mastery,光,【天光連斬】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
337,果てなきブーストオーラ,はてなきぶーすとおーら,Endless Boost Aura,光,【ブーストオーラ】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
338,ディバインピルムの極意,でぃばいんぴるむのごくい,Divine Pilum Mastery,光,【ディバインピルム】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
339,竜術士の閃き,りゅうじゅつしのひらめき,Dragomancer Insight,光,竜術士である間、ゾーン突入率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
340,マッドブレスの極意,まっどぶれすのごくい,Muddled Breath Mastery,光,【マッドブレス】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
341,火球ブレスの極意,かきゅうぶれすのごくい,Breath Blast Mastery,光,【火球ブレス】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
342,エレメントブーストの瞬き,えれめんとぶーすとのまたたき,In the Element Quick Chant,光,【エレメントブースト】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
343,果てなき竜の脈動,はてなきりゅうのみゃくどう,Endless Dragon Pulse,光,【竜の脈動】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
344,隠者の閃き,いんじゃのひらめき,Hermit Insight,光,隠者である間、ゾーン突入率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
345,スピリットブラストの極意,すぴりっとぶらすとのごくい,Spiritual Surge Mastery,光,【スピリットブラスト】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
346,雷鳴双牙の極意,らいめいそうがのごくい,Cross Shock Mastery,光,【雷鳴双牙】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
347,果てなき精霊降臨,はてなきせいれいこうりん,Endless Spirit Descent,光,【精霊降臨】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
348,精霊の鼓動の瞬き,せいれいのこどうのまたたき,Spirits Within Quick Chant,光,【精霊の鼓動】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
349,精霊獣の祝福の瞬き,せいれいじゅうのしゅくふくのまたたき,Beast's Blessing Quick Chant,光,【精霊獣の祝福】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
350,ヒーリングドリームの戦域,ひーりんぐどりーむのせんいき,Healing Way Beat,光,【ヒーリングドリーム】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
351,トライアミュレットの戦域,とらいあみゅれっとのせんいき,Triamulate Beat,光,【トライアミュレット】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
352,デュアルプロテクトの戦域,でゅあるぷろてくとのせんいき,Bated Breath Beat,光,【デュアルプロテクト】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
353,かえん斬りの極意,かえんぎりのごくい,Flame Slash Mastery,闇,【かえん斬り】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:29,2026-03-31 14:36:47
354,ドラゴン斬りの極意,どらごんぎりのごくい,Dragon Slash Mastery,闇,【ドラゴン斬り】のドラゴン系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:29,2026-03-31 14:36:47
355,ミラクルソードの極意,みらくるそーどのごくい,Miracle Slash Mastery,闇,【ミラクルソード】のダメージと回復量上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
356,はやぶさ斬りの極意,はやぶさぎりのごくい,Falcon Slash Mastery,闇,【はやぶさ斬り】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
357,ギガスラッシュの極意,ぎがすらっしゅのごくい,Gigaslash Mastery,闇,【ギガスラッシュ】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
358,ギガスラッシュの真髄,ぎがすらっしゅのしんずい,Gigaslash Essence,闇,【ギガスラッシュ】のテンションアップ時ダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
359,超はやぶさ斬りの極意,ちょうはやぶさぎりのごくい,Gyrfalcon Slash Mastery,闇,【超はやぶさ斬り】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
360,ギガブレイクの極意,ぎがぶれいくのごくい,Gigagash Mastery,闇,【ギガブレイク】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
361,ギガブレイクの真髄,ぎがぶれいくのしんずい,Gigagash Essence,闇,【ギガブレイク】のテンションアップ時ダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
362,不死鳥天舞の極意,ふしちょうてんぶのごくい,Phoenix Dance Mastery,闇,【不死鳥天舞】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
363,アルテマソードの極意,あるてまそーどのごくい,Ultima Sword Mastery,闇,【アルテマソード】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
364,果てなきブレードガード,はてなきぶれーどがーど,Endless Blade Guard,闇,【ブレードガード】の効果時間延長（Ver.5.1まではLv1につき3秒）,2026-03-12 12:56:29,2026-03-31 14:36:47
365,ドラゴンスラッシュの極意,どらごんすらっしゅのごくい,Dragon Smash Mastery,闇,【ドラゴンスラッシュ】のドラゴン系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:29,2026-03-31 14:36:47
366,ぶんまわしの極意,ぶんまわしのごくい,Helichopter Mastery,闇,【ぶんまわし】のダメージ上昇（Ver.5.1まではLv1につき8%）,2026-03-12 12:56:29,2026-03-31 14:36:47
367,ぶんまわしの真髄,ぶんまわしのしんずい,Helichopter Essence,闇,【ぶんまわし】のテンションアップ時ダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
368,フリーズブレードの極意,ふりーずぶれーどのごくい,Frost Fangs Mastery,闇,【フリーズブレード】のダメージ上昇,2026-03-12 12:56:29,2026-03-31 14:36:47
369,渾身斬り系の極意,こんしんぎりけいのごくい,Cutting Edge Mastery,闇,【渾身斬り】【渾身斬り・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
370,ブレイブスラッシュの極意,ぶれいぶすらっしゅのごくい,Brave Slash Mastery,闇,【ブレイブスラッシュ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
371,ビッグバンの極意,びっぐばんのごくい,Big Banga Mastery,闇,【ビッグバン】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
372,全身全霊斬り系の極意,ぜんしんぜんれいぎりけいのごくい,Unbridled Blade Mastery,闇,【全身全霊斬り】【全身全霊斬り・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
373,全身全霊斬り系の真髄,ぜんしんぜんれいぎりけいのしんずい,Unbridled Blade Essence,闇,全身全霊斬り、全身全霊斬り・改のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
374,プラズマブレードの極意,ぷらずまぶれーどのごくい,Plasma Blade Mastery,闇,【プラズマブレード】のダメージ上昇（Ver.5.1まではLv1につき8%）,2026-03-12 12:56:30,2026-03-31 14:36:47
375,大旋風斬りの極意,だいせんぷうぎりのごくい,Great Cyclone Slash Mastery,闇,【大旋風斬り】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
376,キラーブーンの極意,きらーぶーんのごくい,Fly Swat Mastery,闇,【キラーブーン】の虫系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
377,スリープダガーの極意,すりーぷだがーのごくい,Sleeper Hit Mastery,闇,【スリープダガー】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:30,2026-03-31 14:36:47
378,スリープダガーの技巧,すりーぷだがーのぎこう,Sleeper Hit Knack,闇,スリープダガーの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
379,ヒュプノスハントの極意,ひゅぷのすはんとのごくい,Persecutter Mastery,闇,【ヒュプノスハント】の眠り・混乱中の敵へのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
380,ヴァイパーファングの極意,ばいぱーふぁんぐのごくい,Cobra Strike Mastery,闇,【ヴァイパーファング】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
381,ヴァイパーファングの技巧,ばいぱーふぁんぐのぎこう,Cobra Strike Knack,闇,ヴァイパーファングの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
382,タナトスハント系の極意,たなとすはんとけいのごくい,Victimiser Mastery,闇,【タナトスハント】【タナトスハント・改】の毒・マヒ中の敵へのダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
383,タナトスハント系の真髄,たなとすはんとけいのしんずい,Victimiser Essence,闇,タナトスハント、タナトスハント・改のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
384,カオスエッジの極意,かおすえっじのごくい,Chaos Edge Mastery,闇,【カオスエッジ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
385,ナイトメアファングの極意,ないとめあふぁんぐのごくい,Nightmare Fang Mastery,闇,【ナイトメアファング】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
386,オネロスハントの極意,おねろすはんとのごくい,Oneros Hunt Mastery,闇,【オネロスハント】の休み中の敵へのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
387,ネメシスエッジの極意,ねめしすえっじのごくい,Nemesis Edge Mastery,闇,【ネメシスエッジ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
388,ネメシスエッジの真髄,ねめしすえっじのしんずい,Nemesis Edge Essence,闇,【ネメシスエッジ】のテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
389,果てなきマジステッキ,はてなきまじすてっき,Endless Magic Stick,闇,【マジステッキ】の効果時間延長（Ver.5.1まではLv1につき3秒）,2026-03-12 12:56:30,2026-03-31 14:36:47
390,デビルンチャームの極意,でびるんちゃーむのごくい,Devil's Delight Mastery,闇,【デビルンチャーム】のあくま系へのダメージ（上段）と魅了成功率（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
391,パニパニハニーの技巧,ぱにぱにはにーのぎこう,Wizzy Wand Knack,闇,【パニパニハニー】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
392,ディバインステッキの技巧,でぃばいんすてっきのぎこう,Divine Stick Knack,闇,【ディバインステッキ】の成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
393,ホップスティックの戦域,ほっぷすてぃっくのせんいき,Hop Stick Beat,闇,【ホップスティック】の範囲拡大,2026-03-12 12:56:30,2026-03-31 14:36:47
394,スピリットゾーンの戦域,すぴりっとぞーんのせんいき,Spirit Zone Beat,闇,【スピリットゾーン】の範囲拡大,2026-03-12 12:56:30,2026-03-31 14:36:47
395,悪魔ばらいの極意,あくまばらいのごくい,Beelzefreeze Mastery,闇,【悪魔ばらい】のあくま系へのダメージ（上段）とマヒ成功率（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
396,果てなき早詠みの杖,はてなきはやよみのつえ,Endless Fast Chant Staff,闇,発生手段を問わず、自分にかかる【詠唱時間短縮】の効果時間を延長（両手杖装備時のみ有効）（Ver.5.1まではLv1につき2秒）,2026-03-12 12:56:30,2026-03-31 14:36:47
397,しゅくふくの杖の奇跡,しゅくふくのつえのきせき,Staff of Salvation Miracle,闇,【しゅくふくの杖】の回復量上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
398,果てなき活命の杖,はてなきかつめいのつえ,Endless Life-Raising Staff,闇,【活命の杖】の効果時間延長,2026-03-12 12:56:30,2026-03-31 14:36:47
399,霊脈魔法陣の戦域,れいみゃくまほうじんのせんいき,Ring of Resonance Beat,闇,【霊脈魔法陣】の射程距離延長,2026-03-12 12:56:30,2026-03-31 14:36:47
400,けもの突きの極意,けものづきのごくい,Cattle Prod Mastery,闇,【けもの突き】のけもの系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
401,雷鳴突きの極意,らいめいづきのごくい,Thunder Strike Mastery,闇,【雷鳴突き】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:30,2026-03-31 14:36:47
402,一閃突き系の極意,いっせんづきけいのごくい,Thunder Thrust Mastery,闇,【一閃突き】【一閃突き・改】の会心率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
403,狼牙突きの極意,ろうがづきのごくい,Maulstrom Mastery,闇,【狼牙突き】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
404,狼牙突きの真髄,ろうがづきのしんずい,Maulstrom Essence,闇,狼牙突きのテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
405,さみだれ突き系の極意,さみだれづきけいのごくい,Multithrust Mastery,闇,【さみだれ突き】【さみだれ突き・零】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
406,ジゴスパークの極意,じごすぱーくのごくい,Lightning Storm Mastery,闇,【ジゴスパーク】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
407,ジゴスパークの真髄,じごすぱーくのしんずい,Lightning Storm Essence,闇,ジゴスパークのテンションアップ時ダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
408,武神の護法の極意,ぶしんのごほうのごくい,War God's Protection Mastery,闇,【武神の護法】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
409,武神の護法の技巧,ぶしんのごほうのぎこう,War God's Protection Knack,闇,武神の護法の成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
410,超さみだれ突きの極意,ちょうさみだれづきのごくい,Ultra Multithrust Mastery,闇,【超さみだれ突き】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
411,たいぼく斬の極意,たいぼくぎりのごくい,Poplar Toppler Mastery,闇,【たいぼく斬】の植物系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
412,蒼天魔斬の極意,そうてんまざんのごくい,Parallax Mastery,闇,【蒼天魔斬】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
413,かぶと割りの極意,かぶとわりのごくい,かぶ and 割り Mastery,闇,【かぶと割り】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
414,まじん斬りの極意,まじんぎりのごくい,Hatchet Man Mastery,闇,【まじん斬り】の会心率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
415,オノむそう系の極意,おのむそうけいのごくい,Axes of Evil Mastery,闇,【オノむそう】【オノむそう・改】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
416,オノむそう系の真髄,おのむそうけいのしんずい,Axes of Evil Essence,闇,テンション時、オノむそう、オノむそう・改のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
417,鉄甲斬系の極意,てっこうざんけいのごくい,Scrap Mettle Mastery,闇,【鉄甲斬】【鉄甲斬・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
418,真・オノむそう系の極意,しん・おのむそうけいのごくい,Axes of True Evil Mastery,闇,【真・オノむそう】【真・オノむそう・改】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
419,真・オノむそう系の真髄,しん・おのむそうけいのしんずい,Axes of True Evil Essence,闇,テンション時、真・オノむそう、真・オノむそう・改のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
420,降魔紅蓮斬の極意,ごうまぐれんざんのごくい,Guren Demon Slash Mastery,闇,【降魔紅蓮斬】のダメージ上昇（Ver.5.1まではLv1につき4%）,2026-03-12 12:56:30,2026-03-31 14:36:47
421,大地裂断系の極意,だいちれつだんけいのごくい,Earthsplitter Mastery,闇,【大地裂断】【大地裂断・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
422,足ばらいの技巧,あしばらいのぎこう,Leg Sweep Knack,闇,【足ばらい】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
423,黄泉送りの極意,よみおくりのごくい,Deliverance Mastery,闇,【黄泉送り】のゾンビ系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
424,なぎはらいの極意,なぎはらいのごくい,Party Pooper Mastery,闇,【なぎはらい】のダメージ上昇（Ver.5.1まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
425,なぎはらいの真髄,なぎはらいのしんずい,Party Pooper Essence,闇,テンション時、なぎはらいのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
426,氷結らんげき系の極意,ひょうけつらんげきけいのごくい,Crushed Ice Mastery,闇,【氷結らんげき】【氷結らんげき・改】のダメージ上昇（Ver.5.1まではLv1につき4%）,2026-03-12 12:56:30,2026-03-31 14:36:47
427,奥義・棍閃殺の極意,おうぎ・こんせんさつのごくい,Flash Kill Mastery,闇,【奥義・棍閃殺】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
428,奥義・棍閃殺の真髄,おうぎ・こんせんさつのしんずい,Flash Kill Essence,闇,テンション時、奥義・棍閃殺のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
429,占技・天輪殺の極意,せんぎ・てんりんさつのごくい,Divine Harmony Mastery,闇,【占技・天輪殺】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
430,占技・天輪殺の真髄,せんぎ・てんりんさつのしんずい,Divine Harmony Essence,闇,テンション時、占技・天輪殺のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
431,断空なぎはらいの極意,だんくうなぎはらいのごくい,Vacuum Sweep Mastery,闇,【断空なぎはらい】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
432,豪雪氷結乱撃系の極意,ごうせつひょうけつらんげきけいのごくい,Glacial Barrage Mastery,闇,【豪雪氷結乱撃】【豪雪氷結乱撃・改】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
433,ウィングブロウの極意,うぃんぐぶろうのごくい,Propeller Blade Mastery,闇,【ウィングブロウ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
434,裂鋼拳の極意,れっこうけんのごくい,Can Opener Mastery,闇,【裂鋼拳】のマシン系へのダメージ上昇（Ver.5.1まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
435,必中拳の極意,ひっちゅうけんのごくい,Hawkeye Claw Mastery,闇,【必中拳】のダメージ（上段）と会心率（下段）上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
436,タイガークローの極意,たいがーくろーのごくい,Hardclaw Mastery,闇,【タイガークロー】のダメージ上昇（Ver.5.1まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
437,タイガークローの真髄,たいがーくろーのしんずい,Hardclaw Essence,闇,テンション時、タイガークローのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
438,ゴールドフィンガーの極意,ごーるどふぃんがーのごくい,Rake 'n' Break Mastery,闇,【ゴールドフィンガー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
439,サイクロンアッパーの極意,さいくろんあっぱーのごくい,Air Raiser Mastery,闇,【サイクロンアッパー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
440,サマーソルトクローの極意,さまーそるとくろーのごくい,Somersault Claw Mastery,闇,【サマーソルトクロー】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
441,ライガークラッシュの極意,らいがーくらっしゅのごくい,Wild Animaul Mastery,闇,【ライガークラッシュ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
442,ライガークラッシュの真髄,らいがーくらっしゅのしんずい,Wild Animaul Essence,闇,テンション時、ライガークラッシュのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
443,果てなき牙神昇誕系,はてなきがしんしょうたんけい,Endless Fang God Ascension,闇,【牙神昇誕】【牙神昇誕・改】の効果時間延長,2026-03-12 12:56:30,2026-03-31 14:36:47
444,ゴッドスマッシュの極意,ごっどすまっしゅのごくい,Godsmash Mastery,闇,【ゴッドスマッシュ】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
445,らせん打ちの極意,らせんうちのごくい,Hypnowhip Mastery,闇,【らせん打ち】のダメージ上昇（Ver.3.0前期まではLv1につき5%）,2026-03-12 12:56:30,2026-03-31 14:36:47
446,らせん打ちの技巧,らせんうちのぎこう,Hypnowhip Knack,闇,らせん打ちの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
447,愛のムチの極意,あいのむちのごくい,Lashings of Love Mastery,闇,【愛のムチ】の怪人系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
448,スパークショットの極意,すぱーくしょっとのごくい,Starstrike Mastery,闇,【スパークショット】のダメージ上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:30,2026-03-31 14:36:47
449,スパークショットの技巧,すぱーくしょっとのぎこう,Starstrike Knack,闇,スパークショットの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
450,しばり打ちの極意,しばりうちのごくい,Trammel Lash Mastery,闇,【しばり打ち】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
451,しばり打ちの技巧,しばりうちのぎこう,Trammel Lash Knack,闇,しばり打ちの成功率上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
452,地ばしり打ちの極意,じばしりうちのごくい,Strifeline Mastery,闇,【地ばしり打ち】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
453,双竜打ちの極意,そうりゅううちのごくい,Twin Dragon Lash Mastery,闇,【双竜打ち】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
454,双竜打ちの真髄,そうりゅううちのしんずい,Twin Dragon Lash Essence,闇,テンション時、双竜打ちのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
455,疾風迅雷の極意,しっぷうじんらいのごくい,Whipcrackle Mastery,闇,【疾風迅雷】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
456,極竜打ちの極意,きょくりゅううちのごくい,Wyrm Whip Mastery,闇,【極竜打ち】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:30,2026-03-31 14:36:47
457,極竜打ちの真髄,きょくりゅううちのしんずい,Wyrm Whip Essence,闇,テンション時、極竜打ちのダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
458,バイキルショットの極意,ばいきるしょっとのごくい,Bikill Shot Mastery,闇,【バイキルショット】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
459,悶絶全方打ちの極意,もんぜつぜんぽううちのごくい,Stupefying All-Round Strike Mastery,闇,【悶絶全方打ち】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
460,花ふぶきの技巧,はなふぶきのぎこう,Flower Power Knack,闇,【花ふぶき】の成功率上昇（Ver.3.0前期まではLv1につき2%）（Ver.5.1まではLv1につき8%）,2026-03-12 12:56:30,2026-03-31 14:36:47
461,波紋演舞の極意,はもんえんぶのごくい,Water Slaughterer Mastery,闇,【波紋演舞】の水系へのダメージ上昇（Ver.3.0前期まではLv1につき20%）,2026-03-12 12:56:30,2026-03-31 14:36:47
462,タタリ目演舞の極意,たたりめえんぶのごくい,Unfortunate Frolic Mastery,闇,【タタリ目演舞】のダメージ上昇,2026-03-12 12:56:30,2026-03-31 14:36:47
