id,name,name_kana,name_en,buy_price,sell_price,category,created_at,updated_at
810,ブルーアイ,ぶるーあい,"Blue Eye",300,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
811,ブルーオーブ,ぶるーおーぶ,"Blue Orb",2400,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
812,ブルーリリィ,ぶるーりりぃ,"Blue Lily",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
813,ブルーリリィのタネ,ぶるーりりぃのたね,"Blue Lily Seed",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
814,ブーストピアスの破片,ぶーすとぴあすのかけら,"Enhancing Earring Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
815,プクランサフラン,ぷくらんさふらん,"Pukuland Saffron",13000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
816,プラチナこうせき,ぷらちなこうせき,"Platinum Ore",360,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
817,プラムガーベラのタネ,ぷらむがーべらのたね,"Dark Plum Gerbera Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
818,へびのぬけがら,へびのぬけがら,Snakeskin,2400,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
819,ヘビーメタル,へびーめたる,Densinium,21000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
820,ホカホカストーン,ほかほかすとーん,Warmaline,220,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
821,ほしのカケラ,ほしのかけら,"Lucida Shard",270,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
822,星々のナミダ,ほしぼしのなみだ,"Celestial Tear",120,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
823,炎の樹木,ほのおのじゅもく,"Fire Wood",320,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
824,炎の宝珠,ほのおのほうしゅ,"Flame Jewel",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
825,ホワイトウッド,ほわいとうっど,Whitewood,310,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
826,ホワイトパール,ほわいとぱーる,"Pale Pearl",320,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
827,ポイズンカメリアのタネ,ぽいずんかめりあのたね,"Poison Camellia Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
828,魔因細胞,まいんさいぼう,"Demon Cell",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
829,魔因細胞のかけら,まいんさいぼうのかけら,"Demon Cell Fragment",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
830,魔王のネックレスの破片,まおうのねっくれすのかけら,"Sock-It Locket Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
831,魔紅樹の板,まこうじゅのいた,"Demonic Deadwood",420,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
832,マゴニア草,まごにあそう,"Gloaming Grass",9300,,material,"2026-03-12 12:52:29","2026-07-26 19:09:05"
833,まじゅうの皮,まじゅうのかわ,"Magic Beast Hide",2700,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
834,まじゅうのツノ,まじゅうのつの,"Magic Beast Horn",4800,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
835,まじゅうのホネ,まじゅうのほね,"Magic Beast Bone",2200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
836,魔人の勲章の破片,まじんのくんしょうのかけら,"Ruin's Medal Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
837,まっちゃガーベラのタネ,まっちゃがーべらのたね,"Matcha Gerbera Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
838,マデュライト,までゅらいと,,1200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
839,まほうの樹木,まほうのじゅもく,"Spellbound Bough",1800,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
840,まりょくの土,まりょくのど,"Royal Soil",160,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
841,まんねん雪,まんねんゆき,Permasnow,170,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
842,まんまるポテト,まんまるぽてと,"Budding Spud",640,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
843,まんまるポテトのタネ,まんまるぽてとのたね,"Budding Spud Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
844,みかわしそう,みかわしそう,Slipweed,310,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
845,みがきずな,みがきずな,"Glass Frit",180,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
846,水の樹木,みずのじゅもく,"Water Wood",370,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
847,水の宝珠,みずのほうしゅ,"Water Jewel",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
848,緑のコケ,みどりのこけ,"Emerald Moss",140,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
849,緑の上錬金石,みどりのじょうれんきんせき,"Emerald Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
850,緑の宝石,みどりのほうせき,"Equable Emerald",1200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
851,緑のラクリマ,みどりのらくりま,"Green Lacrima",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
852,緑の錬金石,みどりのれんきんいし,"Green Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
853,ミモザダリア,みもざだりあ,"Mimosa Dahlia",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
854,紫の上錬金石,むらさきのじょうれんきんせき,"Amethyst Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
855,紫の錬金石,むらさきのれんきんいし,"Purple Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
856,メタルのカケラ,めたるのかけら,"Molten Globules",9300,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
857,ヤシの実,やしのみ,Coconut,270,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
858,闇の宝珠,やみのほうしゅ,"Dark Jewel",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
859,やわらかい枝,やわらかいえだ,"Soft Branch",60,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
860,やわらかい肉,やわらかいにく,"Succulent Steak",320,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
861,やわらかウール,やわらかうーる,Lambswool,2000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
862,宵闇のジェル,よいやみのじぇる,,21000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
863,ようがんのカケラ,ようがんのかけら,"Lava Lump",200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
864,ようせいの粉,ようせいのこな,"Pixie Dust",100,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
865,ようせいのひだね,ようせいのひだね,Lamplight,1000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
866,妖精の綿花,ようせいのめんか,"Faerie Fluff",1200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
867,よごれたほうたい,よごれたほうたい,"Grubby Bandage",200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
868,よるのとばり,よるのとばり,Evencloth,720,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
869,ライオンジュエル,らいおんじゅえる,"Lion Jewel",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
870,ライスフラワー,らいすふらわー,"Rice Blossom",640,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
871,ライスフラワーのタネ,らいすふらわーのたね,"Rice Blossom Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
872,ラベンダスズランのタネ,らべんだすずらんのたね,"Lavender Lily Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
873,竜牙石,りゅうがせき,Dragonite,0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
874,竜牙石の破片,りゅうがせきのかけら,"Dragonite Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
875,竜のうろこの破片,りゅうのうろこのかけら,"Dragon Scale Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
876,竜の涙,りゅうのなみだ,"Dragon Drops",3800,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
877,レグナライト,れぐならいと,Regnalite,0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
878,レタスカメリアのタネ,れたすかめりあのたね,"Lettuce Camellia Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
879,レッドアイ,れっどあい,"Red Eye",300,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
880,レッドオーブ,れっどおーぶ,"Red Orb",2000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
881,レッドベリー,れっどべりー,Buzzberries,120,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
882,レッドローズのタネ,れっどろーずのたね,"Red Rose Seed",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
883,烈風石,れっぷうせき,"Blustery Ball",16000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
884,レンダーシード,れんだーしーど,"Lendersia Seed",2000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
885,ローズダリア,ろーずだりあ,"Rose Dahlia",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
886,わだつみのしずく,わだつみのしずく,"Abyss Droplets",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
887,○水晶の羽根,○すいしょうのはね,"○ Crystal Feather",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
888,アクセサリーの破片,あくせさりーのかけら,"Accessory Fragment",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
889,オーブ,おーぶ,Orb,,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
890,タネ,たね,Seed,,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
891,ビクトリーチップ,びくとりーちっぷ,"Victory Chip",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
892,ちいさなメダル,ちいさなめだる,"Mini Medal",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
893,素材屋,そざいや,"Material Shop",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
894,はじめての武器鍛冶,はじめてのぶきかじ,"Welcome Weaponsmithing",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
895,作ろう！片手剣,つくろう!かたてけん,"Let's Make a One-Handed Sword!",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
896,バスタードソードの本,ばすたーどそーどのほん,"Bastard Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
897,ウェスタンレイピア伝記,うぇすたんれいぴあでんき,"Western Rapier History",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
898,戦士の剣の物語,せんしのけんのものがたり,"Warrior's Sword Tale",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
899,はじゃのつるぎの書,はじゃのつるぎのしょ,"Cautery Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
900,はやぶさの剣の書,はやぶさのけんのしょ,"Falcon Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
901,プラチナソードの本,ぷらちなそーどのほん,"Platinum Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
902,実録！魔剣の作り方,じつろく!まけんのつくりかた,"How to Make a Magic Sword!",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
903,ゾンビキラーの本,ぞんびきらーのほん,"Zombiesbane Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
904,ドラゴンキラーの本,どらごんきらーのほん,"Dragonsbane Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
905,ほのおのつるぎの書,ほのおのつるぎのしょ,"Fire Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
906,ミラクル武器の軌跡,みらくるぶきのきせき,"Miracle Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
907,メタスラの剣のレシピ,めたすらのけんのれしぴ,"Metal Slime Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
908,オニキスの魔剣の本,おにきすのまけんのほん,"Hooked on Onyx",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
909,ほしくずのつるぎの本,ほしくずのつるぎのほん,"Stardust Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
910,聖王のつるぎの壁画,せいおうのつるぎのへきが,"Dryspell Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
911,ライトニングソードの書,らいとにんぐそーどのしょ,"Thunderstorm Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
912,斬鉄丸の書,ざんてつまるのしょ,"Thousand-Fold Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
913,天命賢書,てんめいけんしょ,"Judgment Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
914,はやぶさの剣改の書,はやぶさのけんかいのしょ,"Uber Falcon Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
915,体験！大剣作り,たいけん!だいけんづくり,"Try Making a Greatsword!",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
916,おおばさみ作りのヒント,おおばさみづくりのひんと,"Sizable Scissors Making",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
917,退魔の太刀の書,たいまのたちのしょ,"Banishing Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
918,ブラッドエッジの歴史,ぶらっどえっじのれきし,"Bloodletter Sword Tale",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
919,クレセントエッジの本,くれせんとえっじのほん,"Razer-Wing Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
920,斬夜の太刀の書,ざんやのたちのしょ,"Nightcleaver Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
921,プラチナブレードの本,ぷらちなぶれーどのほん,"Platinum Powersword Bk",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
922,デーモンバスターの本,でーもんばすたーのほん,"Demonsbane Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
923,ドラゴンバスターの本,どらごんばすたーのほん,"Wyrmfang Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
924,キングブレードのレシピ,きんぐぶれーどのれしぴ,"Lord's Sword Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
925,大獄剣の真実,だいごくけんのしんじつ,"Brimstone Blade's Truth",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
926,メタスラの大剣の本,めたすらのだいけんのほん,"Metal Gooreatsword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
927,天馬武具辞典,てんまぶぐじてん,"Skysteed Sword Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
928,フォースブレードの秘法,ふぉーすぶれーどのひほう,"Force Blade Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
929,聖王の大剣の壁画,せいおうのだいけんのへきが,"Dryspell Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
930,エンパイアブレードの書,えんぱいあぶれーどのしょ,"Legate's Blade Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
931,ケイオスの儀式書,けいおすのぎしきしょ,"Berserker's Ritual Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
932,妖精王とヒスイの魔法,ようせいおうとひすいのまほう,"The Magic of Jade",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
933,星座の導き・しし座,せいざのみちびき・ししざ,"Constellations: Leo",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
934,オノ作り入門,おのづくりにゅうもん,"Access to Axe Making",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
935,バトルアックス作成術,ばとるあっくすさくせいじゅつ,"Building Battle Axes",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
936,カルサドラアックスの書,かるさどらあっくすのしょ,"Calsadora Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
937,ムーンアックスの謎,むーんあっくすのなぞ,"Moon Axe Mystery",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
938,たつじんのオノの本,たつじんのおののほん,"Pro's Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
939,キングアックスの書,きんぐあっくすのしょ,"King Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
940,エクリプスアックスの本,えくりぷすあっくすのほん,"Eclipse Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
941,シャーマンアックスの書,しゃーまんあっくすのしょ,"Heedoovoodoo Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
942,ふぶきのオノの作り方,ふぶきのおののつくりかた,"How to Make an Ice Axe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
943,カイザーアックスの本,かいざーあっくすのほん,"Kaiser Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
944,破壊のオノの作り方,はかいのおののつくりかた,"Obliteratoriser Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
945,はしゃのオノの書,はしゃのおののしょ,"Conqueror's Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
946,グレートアックスの本,ぐれーとあっくすのほん,"Bad Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
947,ふんさいのおおなたの書,ふんさいのおおなたのしょ,"Heavy Hatchet Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
948,聖王のオノの壁画,せいおうのおののへきが,"Dryspell Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
949,太陽の斧を求めて,たいようのおのをもとめて,"Seeking Apollo's Axe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
950,デュークアックス戦記,でゅーくあっくすせんき,"Aristocrat's Axe Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
951,峡谷のヴァランガ,きょうこくのゔぁらんが,"Valanga Canyon",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
952,ナイス！ナイフ！,ないす!ないふ!,"Nice! Knife!",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
953,暗殺武器の歴史,あんさつぶきのれきし,"Assassin Weapons",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
954,イーグルダガー作成術,いーぐるだがーさくせいじゅつ,"Eagle Dagger Creation",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
955,よるのパピヨンの秘密,よるのぱぴよんのひみつ,"Dread Dagger's Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
956,ソードブレイカーの本,そーどぶれいかーのほん,"Sword Breaker Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
957,続・暗殺武器の歴史,ぞく・あんさつぶきのれきし,"Assassin Weapons Part 2",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
958,こおりのやいばの書,こおりのやいばのしょ,"Icicle Dirk Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
959,グラディウスのレシピ,ぐらでぃうすのれしぴ,"Gladius Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
960,真・暗殺武器の歴史,しん・あんさつぶきのれきし,"True Assassin Weapons",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
961,王家のナイフ全集,おうけのないふぜんしゅう,"Nobleman's Knife Set",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
962,サラマンダーのレシピ,さらまんだーのれしぴ,"Flame Tang Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
963,ファルコンダガーの本,ふぁるこんだがーのほん,"Gryphon's Wing Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
964,こがらしのダガーの本,こがらしのだがーのほん,"Pruning Knife Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
965,サウザンドダガーの製法,さうざんどだがーのせいほう,"Deft Dagger Creation",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
966,聖王のナイフの壁画,せいおうのないふのへきが,"Dryspell Knife Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
967,ライトニングダガーの書,らいとにんぐだがーのしょ,"Thunderstorm Skean Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
968,毒竜討伐隊の記録,どくりゅうとうばつたいのきろく,"Serpentscale Skean Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
969,水晶剣とうつろな魔女,すいしょうけんとうつろなまじょ,"Crystal Edge Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
970,雷神の食卓,らいじんのしょくたく,"Thor's Table",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
971,星座の導き・ふたご座,せいざのみちびき・ふたござ,"Horoscope: Gemini",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
972,クローしないツメ生産,くろーしないつめせいさん,"Claw Production Guide",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
973,こあくまのネイル術,こあくまのねいるじゅつ,"Infernails Technique",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
974,黒ヒョウのツメの秘密,くろひょうのつめのひみつ,"Panther Claws Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
975,はやぶさのツメの書,はやぶさのつめのしょ,"Crow's Claws Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
976,ほのおのツメの作り方,ほのおのつめのつくりかた,"How to Make Fire Claws",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
977,こおりのツメの秘密,こおりのつめのひみつ,"Ice Claws Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
978,プラチナクローの本,ぷらちなくろーのほん,"Platinum Claws Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
979,あくまのツメの秘密,あくまのつめのひみつ,"Cobra Claws Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
980,ドラゴンクローの書,どらごんくろーのしょ,"Dragon Claws Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
981,古武道のススメ,こぶどうのすすめ,"Crimson Advice",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
982,まじゅうのツメの作り方,まじゅうのつめのつくりかた,"How to Make Beast Claws",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
983,ファルコンクローの本,ふぁるこんくろーのほん,"Gryphon Talon Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
984,冥獣のツメの秘術,めいじゅうのつめのひじゅつ,"Monster Slashers Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
985,竜王のツメの伝説,りゅうおうのつめのでんせつ,"Claws of Legend",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
986,聖王のツメの壁画,せいおうのつめのへきが,"Dryspell Claw Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
987,クリスタルクローの本,くりすたるくろーのほん,"Crystal Claws Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
988,ある船長の航海日誌,あるせんちょうのこうかいにっし,"Captain's Logbook",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
989,蒼炎伝,そうえんでん,"Frostfire Legend",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
990,星座の導き・かに座,せいざのみちびき・かにざ,"A Crabby Constellation",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
991,かんたん！ムチレシピ,かんたん!むちれしぴ,"Easy Whip Recipe!",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
992,モーニングスターの本,もーにんぐすたーのほん,"Morning Star Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
993,パイソンウィップの書,ぱいそんうぃっぷのしょ,"Python Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
994,みわくのリボンの作り方,みわくのりぼんのつくりかた,"How to Make a Hypnowhip",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
995,ビーストウィップの秘密,びーすとうぃっぷのひみつ,"Beastly Bullwhip Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
996,サイドワインダーの書,さいどわいんだーのしょ,"Sidewinder Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
997,スコーピオンテイルの本,すこーぴおんているのほん,"Scorpion Tail Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
998,バスターウィップの本,ばすたーうぃっぷのほん,"Scourge Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
999,ドラゴンテイルの書,どらごんているのしょ,"Dragontail Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1000,あくまのムチの秘密,あくまのむちのひみつ,"Demon's Whip Secret",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1001,カルベローナの記録,かるべろーなのきろく,"Sorceria's Records",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1002,サーペントウィップの本,さーぺんとうぃっぷのほん,"Serpent Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1003,ムチムチ女王様の日記,むちむちじょおうさまのにっき,"Whipped Queen's Diary",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1004,魔神のムチのレシピ,まじんのむちのれしぴ,"Beelzebarb Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1005,聖王のムチの壁画,せいおうのむちのへきが,"Dryspell Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1006,トライデントテイルの書,とらいでんとているのしょ,"Triple-Tine Whip Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1007,シャル・ウィ・フリーズ,しゃる・うぃ・ふりーず,"Shall We Freeze",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1008,ある船乗りの手記,あるふなのりのしゅき,"Sailor's Memoir",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1009,ヤリがいのある槍作り,やりがいのあるやりづくり,"Make Worthwhile Spears",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1010,バトルフォークの本,ばとるふぉーくのほん,"Battle Fork Book",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1011,いなずまのやりのレシピ,いなずまのやりのれしぴ,"Lightning Lance Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1012,パルチザンとわたし,ぱるちざんとわたし,"Partisan Secrecy",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1013,さじんのやりのレシピ,さじんのやりのれしぴ,"Sandstorm Spear Recipe",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
1014,グラコスの日記,ぐらこすのにっき,"Gracos' Diary",,,recipe,"2026-03-12 12:52:32","2026-07-26 16:57:29"
